# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType
ENSG00000233478	RP1-187B23.1.1	antisense
ENSG00000233482	RP11-78O9.1.1	antisense
ENSG00000233485	RP3-467K16.2.1	antisense
ENSG00000233501	RP11-421E17.1.1	antisense
ENSG00000233514	RP11-570P14.1.1	pseudogene
ENSG00000233519	RP11-177F11.1.1	antisense
ENSG00000233537	TEDDM1P1	pseudogene
ENSG00000233540	DNM3-IT1	sense_intronic
ENSG00000233542	RP11-547D24.1.1	antisense
ENSG00000233557	RP4-672J20.1.1	pseudogene
ENSG00000233562	RP11-548N1.1.1	pseudogene
ENSG00000233583	RP4-635A23.3.1	pseudogene
ENSG00000233586	RP11-763B22.3.1	pseudogene
ENSG00000233589	RP4-694A7.2.1	antisense
ENSG00000233593	RP4-665J23.1.1	processed_transcript
ENSG00000233595	MTND2P29	pseudogene
ENSG00000233602	ERI3-IT1	sense_intronic
ENSG00000233615	RP11-435F13.1.1	pseudogene
ENSG00000233620	RP11-22M7.2.1	antisense
ENSG00000233621	RP11-422J8.1.1	antisense
ENSG00000233623	PGAM1P11	pseudogene
ENSG00000233626	RP11-565J7.1.1	pseudogene
ENSG00000233645	RP11-431K24.4.1	lincRNA
ENSG00000233647	RP11-8J9.1.1	pseudogene
ENSG00000233653	CICP7	pseudogene
ENSG00000233664	RP11-159C21.3.1	pseudogene
ENSG00000233674	RP11-184I16.3.1	pseudogene
ENSG00000233691	RP11-312J18.7.1	pseudogene
ENSG00000233693	RP11-506O24.1.1	antisense
ENSG00000233706	RP5-1087E8.3.1	antisense
ENSG00000233708	RP11-342M1.7.1	pseudogene
ENSG00000233712	RP4-801G22.3.1	pseudogene
ENSG00000233715	RP4-798P15.2.1	processed_transcript
ENSG00000233717	RP11-68I18.2.1	pseudogene
ENSG00000233728	RP11-109P14.9.1	antisense
ENSG00000233730	RP4-666F24.3.1	lincRNA
ENSG00000233735	RP11-567G24.3.1	antisense
ENSG00000233750	RP11-34P13.10.1	pseudogene
ENSG00000233755	RP4-799D16.1.1	lincRNA
ENSG00000233771	CICP5	pseudogene
ENSG00000233775	RP4-811H24.9.1	antisense
ENSG00000233791	RP11-134P9.1.1	processed_transcript
ENSG00000233792	HDHD1P2	pseudogene
ENSG00000233798	AL583842.2.1	lincRNA
ENSG00000233819	RP1-43O17.2.1	pseudogene
ENSG00000233827	FAM58BP	pseudogene
ENSG00000233839	RP11-389O22.4.1	pseudogene
ENSG00000233875	RP11-61L14.6.1	antisense
ENSG00000233877	RP11-182I10.2.1	pseudogene
ENSG00000233882	RP11-309H21.2.1	lincRNA
ENSG00000233894	RP4-650F12.2.1	antisense
ENSG00000233907	RP4-617C6.1.1	lincRNA
ENSG00000233910	GTF2F2P2	pseudogene
ENSG00000233920	RP5-1061H20.5.1	antisense
ENSG00000233929	MT1XP1	pseudogene
ENSG00000233940	RP11-248I9.2.1	pseudogene
ENSG00000233946	RP5-1114G22.1.1	pseudogene
ENSG00000233954	RP11-169K16.7.1	pseudogene
ENSG00000233973	RP4-598G3.1.1	lincRNA
ENSG00000233975	RP11-288L9.1.1	lincRNA
ENSG00000233983	RP4-735N21.1.1	pseudogene
ENSG00000233985	RP11-297H3.3.1	lincRNA
ENSG00000233994	GDI2P2	pseudogene
ENSG00000234004	RP11-543B16.1.1	pseudogene
ENSG00000234020	RP5-1125M8.5.1	pseudogene
ENSG00000234037	RP11-347K2.2.1	lincRNA
ENSG00000234041	RP11-345I18.1.1	pseudogene
ENSG00000234064	RP11-450I1.2.1	pseudogene
ENSG00000234070	RP11-415L24.1.1	antisense
ENSG00000234080	RP11-183G22.1.1	pseudogene
ENSG00000234086	AL391994.1	pseudogene
ENSG00000234088	RP5-1155K23.1.1	pseudogene
ENSG00000234093	RP11-269F19.4.1	pseudogene
ENSG00000234099	MTND4P11	pseudogene
ENSG00000234108	RP11-115A15.2.1	pseudogene
ENSG00000234112	RP11-145A3.4.1	pseudogene
ENSG00000234116	RP11-261C10.1.1	lincRNA
ENSG00000234132	RP11-168O16.2.1	antisense
ENSG00000234142	RP11-276E17.2.1	lincRNA
ENSG00000234144	RP5-1044H5.2.1	pseudogene
ENSG00000234166	ARHGEF19-AS1	antisense
ENSG00000234184	RP5-887A10.1.1	lincRNA
ENSG00000234190	RP11-433J22.3.1	lincRNA
ENSG00000234202	RP11-330C7.4.1	pseudogene
ENSG00000234204	RP5-1155K23.2.1	pseudogene
ENSG00000234211	RP11-25K21.1.1	antisense
ENSG00000234219	RP11-454L1.2.1	pseudogene
ENSG00000234222	RP11-315I20.1.1	antisense
ENSG00000234225	RP4-704D21.2.1	lincRNA
ENSG00000234226	RP5-871P9.1.1	pseudogene
ENSG00000234232	RP11-353N4.5.1	lincRNA
ENSG00000234233	KCNH1-IT1	sense_intronic
ENSG00000234237	AL162431.1	protein_coding
ENSG00000234245	RP11-94I2.4.1	lincRNA
ENSG00000234247	RP11-100E13.3.1	pseudogene
ENSG00000234257	RP11-34I24.1.1	pseudogene
ENSG00000234262	RP1-20N18.4.1	pseudogene
ENSG00000234264	RP4-694A7.4.1	processed_transcript
ENSG00000234277	CTD-2090I13.1.1	processed_transcript
ENSG00000234283	RP11-495P10.6.1	processed_transcript
ENSG00000234315	OSTCP5	pseudogene
ENSG00000234318	RP4-771M4.3.1	lincRNA
ENSG00000234329	RP11-767N6.2.1	pseudogene
ENSG00000234332	BCAS2P2	pseudogene
ENSG00000234333	RP1-81F6.1.1	pseudogene
ENSG00000234367	PFN1P3	pseudogene
ENSG00000234374	RP11-84A14.2.1	antisense
ENSG00000234379	HMGB1P48	pseudogene
ENSG00000234383	RP11-518D3.3.1	pseudogene
ENSG00000234388	RP5-965F6.1.1	pseudogene
ENSG00000234396	RP11-181G12.4.1	processed_transcript
ENSG00000234397	RP11-415K20.1.1	pseudogene
ENSG00000234419	CICP13	pseudogene
ENSG00000234422	UBE2WP1	pseudogene
ENSG00000234425	RP11-528G1.2.1	antisense
ENSG00000234437	RP1-206D15.3.1	processed_transcript
ENSG00000234441	RP5-1108M17.5.1	pseudogene
ENSG00000234453	RP11-488L4.1.1	antisense
ENSG00000234464	RP11-136B18.2.1	lincRNA
ENSG00000234473	RP11-101E13.1.1	pseudogene
ENSG00000234476	RP11-496N12.6.1	sense_intronic
ENSG00000234478	RP11-275I14.4.1	antisense
ENSG00000234481	RP4-614N24.1.1	antisense
ENSG00000234482	RP11-433J22.2.1	antisense
ENSG00000234496	RP4-535B20.3.1	pseudogene
ENSG00000234497	RP4-612J11.1.1	antisense
ENSG00000234512	TLR12P	pseudogene
ENSG00000234518	RP5-837D10.2.1	pseudogene
ENSG00000234523	NDUFB1P2	pseudogene
ENSG00000234546	RP3-510D11.2.1	lincRNA
ENSG00000234571	RP5-998N21.4.1	lincRNA
ENSG00000234578	RP4-784A16.1.1	antisense
ENSG00000234593	RP4-704D23.1.1	lincRNA
ENSG00000234601	RP11-35L17.2.1	antisense
ENSG00000234604	RP1-206D15.5.1	pseudogene
ENSG00000234607	RP11-5P18.1.1	pseudogene
ENSG00000234610	RP11-441L11.1.1	lincRNA
ENSG00000234614	AL450992.2.1	antisense
ENSG00000234619	RP4-633I8.1.1	pseudogene
ENSG00000234654	BX571672.8.1	pseudogene
ENSG00000234678	RP11-465N4.4.1	antisense
ENSG00000234683	RP5-837I24.5.1	pseudogene
ENSG00000234694	RP1-92O14.3.1	antisense
ENSG00000234711	RP11-206L10.13.1	pseudogene
ENSG00000234741	GAS5	non_coding
ENSG00000234754	RP11-421L10.1.1	lincRNA
ENSG00000234761	RP11-38O14.5.1	pseudogene
ENSG00000234775	RP11-335O13.7.1	antisense
ENSG00000234784	RP11-182I10.1.1	pseudogene
ENSG00000234790	RP11-426L16.7.1	pseudogene
ENSG00000234807	RP4-794H19.2.1	processed_transcript
ENSG00000234810	RP11-466L17.1.1	lincRNA
ENSG00000234863	RP11-410C4.2.1	pseudogene
ENSG00000234866	RP5-994D16.7.1	antisense
ENSG00000234871	RP11-139E24.1.1	lincRNA
ENSG00000234872	RP11-467I20.5.1	pseudogene
ENSG00000234915	RP11-384C4.7.1	processed_transcript
ENSG00000234917	RP5-994D16.3.1	lincRNA
ENSG00000234937	RP11-101O6.2.1	pseudogene
ENSG00000234953	RP5-837I24.2.1	processed_transcript
ENSG00000234975	FTH1P2	pseudogene
ENSG00000234978	RP11-423O2.5.1	processed_transcript
ENSG00000234981	RP11-534L20.4.1	pseudogene
ENSG00000234984	FMO10P	pseudogene
ENSG00000234991	RP4-743D20.1.1	lincRNA
ENSG00000234996	RP11-480I12.7.1	processed_transcript
ENSG00000234998	RP11-439A17.10.1	antisense
ENSG00000235002	RP11-157D18.2.1	pseudogene
ENSG00000235005	RP11-195M16.1.1	antisense
ENSG00000235011	RP4-726F1.1.1	lincRNA
ENSG00000235015	RP11-216N14.1.1	pseudogene
ENSG00000235021	RP11-439E19.7.1	lincRNA
ENSG00000235038	RP11-393I23.4.1	lincRNA
ENSG00000235045	RP5-1160K1.1.1	pseudogene
ENSG00000235052	RP1-150O5.3.1	lincRNA
ENSG00000235054	RP5-1166F10.1.1	lincRNA
ENSG00000235055	RP4-609E1.2.1	pseudogene
ENSG00000235060	VDAC1P4	pseudogene
ENSG00000235069	RP4-785J1.1.1	pseudogene
ENSG00000235079	ZRANB2-AS1	antisense
ENSG00000235082	RP11-179G5.4.1	pseudogene
ENSG00000235083	RP11-669M2.2.1	pseudogene
ENSG00000235084	CHCHD2P6	pseudogene
ENSG00000235089	RP3-445O10.1.1	pseudogene
ENSG00000235096	RP11-83A16.1.1	antisense
ENSG00000235098	ANKRD65	protein_coding
ENSG00000235101	SETP9	pseudogene
ENSG00000235105	RP11-329A14.1.1	pseudogene
ENSG00000235112	RP11-628K18.1.1	pseudogene
ENSG00000235121	RP11-90L20.2.1	antisense
ENSG00000235131	RP5-1092A11.2.1	antisense
ENSG00000235143	RP1-65J11.5.1	antisense
ENSG00000235145	RP11-533E19.3.1	pseudogene
ENSG00000235146	RP5-857K21.2.1	lincRNA
ENSG00000235152	RP5-865N13.2.1	lincRNA
ENSG00000235163	RP11-410C4.1.1	pseudogene
ENSG00000235169	RP1-286D6.2.1	protein_coding
ENSG00000235182	RP11-348H3.4.1	pseudogene
ENSG00000235185	RP5-1056L3.1.1	antisense
ENSG00000235200	RP4-763G1.2.1	lincRNA
ENSG00000235202	RP11-39H13.1.1	lincRNA
ENSG00000235215	RP11-145M4.2.1	lincRNA
ENSG00000235226	RP11-419N10.5.1	pseudogene
ENSG00000235241	RP11-108M9.5.1	pseudogene
ENSG00000235249	OR4F29	protein_coding
ENSG00000235251	RP11-384B12.2.1	pseudogene
ENSG00000235263	RP13-392I16.1.1	lincRNA
ENSG00000235282	RP1-8B22.1.1	pseudogene
ENSG00000235299	MRPL53P1	pseudogene
ENSG00000235303	RP1-79C4.1.1	lincRNA
ENSG00000235308	RP11-82K18.2.1	pseudogene
ENSG00000235358	RP11-399E6.1.1	lincRNA
ENSG00000235359	RP4-811H24.3.1	antisense
ENSG00000235363	SNRPGP10	pseudogene
ENSG00000235371	RP4-764D2.1.1	pseudogene
ENSG00000235373	RP11-206L10.3.1	lincRNA
ENSG00000235378	RP1-190I16.2.1	pseudogene
ENSG00000235386	RP11-397A15.4.1	pseudogene
ENSG00000235398	BX248398.1.1	processed_transcript
ENSG00000235400	RP4-641G12.4.1	pseudogene
ENSG00000235407	RP11-470L19.2.1	lincRNA
ENSG00000235428	WI2-2998D17.2.1	pseudogene
ENSG00000235432	RP5-930J4.5.1	pseudogene
ENSG00000235434	RP11-91K11.2.1	antisense
ENSG00000235446	RP11-74K19.1.1	lincRNA
ENSG00000235449	RP11-480I12.2.1	pseudogene
ENSG00000235467	RP11-513D4.2.1	pseudogene
ENSG00000235471	AL033532.1	protein_coding
ENSG00000235477	RP11-122G18.5.1	antisense
ENSG00000235492	RP11-16L9.4.1	lincRNA
ENSG00000235501	RP4-639F20.1.1	antisense
ENSG00000235526	RP5-1028L10.2.1	antisense
ENSG00000235527	RP5-1073O3.7.1	processed_transcript
ENSG00000235545	RP11-230B22.1.1	antisense
ENSG00000235549	RP11-781D11.1.1	pseudogene
ENSG00000235563	RP11-334A14.8.1	antisense
ENSG00000235565	RP11-86H7.7.1	lincRNA
ENSG00000235566	BX004987.7.1	lincRNA
ENSG00000235575	RP4-800F24.1.1	antisense
ENSG00000235582	RP11-448G4.2.1	pseudogene
ENSG00000235595	GAPDHP23	pseudogene
ENSG00000235605	RP5-827C21.1.1	pseudogene
ENSG00000235612	RP1-158P9.1.1	lincRNA
ENSG00000235613	NSRP1P1	pseudogene
ENSG00000235628	TNR-IT1	sense_intronic
ENSG00000235638	MTND6P14	pseudogene
ENSG00000235643	RP1-69M21.2.1	lincRNA
ENSG00000235673	RP11-109P14.8.1	pseudogene
ENSG00000235674	LDHAP2	pseudogene
ENSG00000235700	CYCSP52	pseudogene
ENSG00000235702	WI2-925H4.1.1	antisense
ENSG00000235710	RP5-1097F14.3.1	antisense
ENSG00000235736	RP1-10C16.1.1	lincRNA
ENSG00000235741	RP5-866L20.1.1	lincRNA
ENSG00000235748	RP11-32D17.4.1	pseudogene
ENSG00000235749	RP11-634B7.4.1	processed_transcript
ENSG00000235750	KIAA0040	lincRNA
ENSG00000235756	RP11-339A11.1.1	pseudogene
ENSG00000235761	RP11-293G6__B.2.1	pseudogene
ENSG00000235777	DPYD-AS2	antisense
ENSG00000235782	RP3-333A15.1.1	antisense
ENSG00000235790	RP11-73M7.6.1	antisense
ENSG00000235794	RP5-837O21.6.1	pseudogene
ENSG00000235795	RP11-421L21.2.1	antisense
ENSG00000235800	RP11-219C24.9.1	lincRNA
ENSG00000235804	RP4-535B20.2.1	pseudogene
ENSG00000235811	RP11-510N19.3.1	pseudogene
ENSG00000235817	RP11-543E8.2.1	pseudogene
ENSG00000235818	VN1R17P	pseudogene
ENSG00000235827	RP11-275O4.2.1	pseudogene
ENSG00000235829	TBCAP2	pseudogene
ENSG00000235862	RP11-338C15.5.1	antisense
ENSG00000235869	RP1-102G20.4.1	pseudogene
ENSG00000235887	RP11-763B22.6.1	lincRNA
ENSG00000235907	RP4-580O19.2.1	pseudogene
ENSG00000235912	RP1-159A19.3.1	pseudogene
ENSG00000235919	RP11-29H23.1.1	processed_transcript
ENSG00000235927	NEXN-AS1	processed_transcript
ENSG00000235933	RP5-1185H19.2.1	lincRNA
ENSG00000235942	LCE6A	protein_coding
ENSG00000235988	RP11-495P10.4.1	pseudogene
ENSG00000235990	RP11-323D18.5.1	pseudogene
ENSG00000235999	RP11-403I13.8.1	processed_transcript
ENSG00000236004	RP4-800M22.4.1	pseudogene
ENSG00000236009	RP11-293F5.1.1	lincRNA
ENSG00000236012	HIGD1AP12	pseudogene
ENSG00000236021	RP11-195C7.1.1	antisense
ENSG00000236025	RP11-463J7.1.1	pseudogene
ENSG00000236030	RP11-108M21.1.1	lincRNA
ENSG00000236031	RP11-269F20.1.1	antisense
ENSG00000236035	RP11-90O23.1.1	pseudogene
ENSG00000236040	RP11-165H20.4.1	pseudogene
ENSG00000236045	RP3-467K16.7.1	antisense
ENSG00000236055	RP11-423O2.2.1	pseudogene
ENSG00000236065	RP1-117O3.2.1	processed_transcript
ENSG00000236066	RP11-389O22.1.1	lincRNA
ENSG00000236069	RP5-1011O1.3.1	lincRNA
ENSG00000236073	RP11-487E1.2.1	pseudogene
ENSG00000236085	ACTG1P4	pseudogene
ENSG00000236098	RP11-148B18.4.1	lincRNA
ENSG00000236101	RAC1P7	pseudogene
ENSG00000236108	RP11-383G10.1.1	pseudogene
ENSG00000236111	RP11-630I5.1.1	pseudogene
ENSG00000236136	ADORA2BP.1	pseudogene
ENSG00000236137	RP11-27K13.3.1	antisense
ENSG00000236140	RP11-89F3.2.1	lincRNA
ENSG00000236155	RP11-231P20.2.1	pseudogene
ENSG00000236179	RP13-221M14.4.1	pseudogene
ENSG00000236180	RP11-163G10.4.1	pseudogene
ENSG00000236200	RP11-184I16.2.1	antisense
ENSG00000236201	RP5-857K21.12.1	pseudogene
ENSG00000236206	RP11-306I1.2.1	lincRNA
ENSG00000236216	PPP1R11P1	pseudogene
ENSG00000236230	RP11-400N13.1.1	processed_transcript
ENSG00000236239	RP4-758J18.9.1	lincRNA
ENSG00000236244	RP4-799P18.3.1	antisense
ENSG00000236245	RP11-403I13.2.1	lincRNA
ENSG00000236253	RP4-796B4.1.1	pseudogene
ENSG00000236257	RP11-144L1.2.1	pseudogene
ENSG00000236263	RP11-263K19.6.1	antisense
ENSG00000236266	RP3-467L1.4.1	antisense
ENSG00000236268	RP11-170N11.1.1	lincRNA
ENSG00000236269	ENO1-IT1	sense_intronic
ENSG00000236274	RP4-728D4.3.1	pseudogene
ENSG00000236278	RP11-553K8.3.1	pseudogene
ENSG00000236290	RP11-25O10.1.1	pseudogene
ENSG00000236292	RP5-1099E6.3.1	antisense
ENSG00000236317	RP11-348H3.5.1	pseudogene
ENSG00000236327	RP11-759F5.1.1	pseudogene
ENSG00000236334	PPIAL4G	protein_coding
ENSG00000236335	RP4-591L5.1.1	lincRNA
ENSG00000236341	RP5-1103B4.3.1	antisense
ENSG00000236358	RP5-827C21.2.1	antisense
ENSG00000236360	RP11-334A14.2.1	pseudogene
ENSG00000236364	RP11-525G13.2.1	antisense
ENSG00000236372	RP5-865N13.1.1	lincRNA
ENSG00000236390	RP11-25B7.1.1	antisense
ENSG00000236401	RP11-393M18.4.1	pseudogene
ENSG00000236407	HMGB1P18	pseudogene
ENSG00000236423	RP13-15E13.1.1	processed_transcript
ENSG00000236427	RP11-107M16.2.1	antisense
ENSG00000236430	KRT8P29	pseudogene
ENSG00000236434	RP11-296A18.6.1	antisense
ENSG00000236439	RP11-175B9.3.1	pseudogene
ENSG00000236468	RP11-104D3.2.1	pseudogene
ENSG00000236476	RP11-8J9.5.1	pseudogene
ENSG00000236480	RP11-343L14.2.1	pseudogene
ENSG00000236484	RRM2P2	pseudogene
ENSG00000236497	RP11-66A2.2.1	lincRNA
ENSG00000236500	RP4-680D5.4.1	pseudogene
ENSG00000236505	RP1-63P18.2.1	pseudogene
ENSG00000236523	RP11-69P2.1.1	pseudogene
ENSG00000236528	RP1-125I3.2.1	antisense
ENSG00000236535	RC3H1-IT1	sense_intronic
ENSG00000236539	RP11-215I23.4.1	pseudogene
ENSG00000236546	RP1-118J21.5.1	antisense
ENSG00000236601	RP4-669L17.2.1	lincRNA
ENSG00000236624	CCDC163P	protein_coding
ENSG00000236636	RP11-211A18.1.1	pseudogene
ENSG00000236646	HBXIPP1	pseudogene
ENSG00000236648	RP11-473A10.2.1	lincRNA
ENSG00000236652	RP11-584P2.1.1	antisense
ENSG00000236656	RP11-144L1.4.1	antisense
ENSG00000236674	AL049636.1.1	pseudogene
ENSG00000236675	MTX1P1	pseudogene
ENSG00000236676	RP5-837I24.4.1	processed_transcript
ENSG00000236679	RP4-669L17.1.1	pseudogene
ENSG00000236684	AL645728.3	pseudogene
ENSG00000236689	RP5-837O21.3.1	pseudogene
ENSG00000236698	EIF1AP1.1	pseudogene
ENSG00000236713	RP11-363I22.3.1	pseudogene
ENSG00000236719	RP11-522D2.1.1	lincRNA
ENSG00000236720	RP11-63B19.1.1	lincRNA
ENSG00000236723	RP5-1024G6.2.1	antisense
ENSG00000236731	RP4-801G22.2.1	pseudogene
ENSG00000236741	RP4-560B9.4.1	pseudogene
ENSG00000236743	RP5-857K21.15.1	lincRNA
ENSG00000236773	RP11-365O16.1.1	pseudogene
ENSG00000236775	RP11-551G24.3.1	pseudogene
ENSG00000236776	RP11-213P13.1.1	pseudogene
ENSG00000236779	RP11-430C7.2.1	pseudogene
ENSG00000236782	RP11-96L14.7.1	antisense
ENSG00000236792	RP11-142L4.2.1	pseudogene
ENSG00000236804	RPS3AP12	pseudogene
ENSG00000236806	RP11-337C18.7.1	pseudogene
ENSG00000236809	SNX25P1	pseudogene
ENSG00000236810	RP5-886K2.3.1	antisense
ENSG00000236812	RP4-669L17.6.1	pseudogene
ENSG00000236817	RP11-978I15.10.1	antisense
ENSG00000236846	RP11-239E10.2.1	lincRNA
ENSG00000236863	RPL23AP23	pseudogene
ENSG00000236866	AL157902.3.1	antisense
ENSG00000236872	RP11-291L19.1.1	pseudogene
ENSG00000236876	TMSB4XP1	pseudogene
ENSG00000236887	RP11-389O22.5.1	pseudogene
ENSG00000236888	RP11-243M12.1.1	pseudogene
ENSG00000236889	RP11-38J22.1.1	lincRNA
ENSG00000236905	RP11-348H3.2.1	pseudogene
ENSG00000236911	RP11-78B10.2.1	antisense
ENSG00000236915	RP4-651E10.4.1	antisense
ENSG00000236933	RP11-439A17.7.1	antisense
ENSG00000236936	RP3-329E20.2.1	antisense
ENSG00000236940	RP11-98D18.7.1	pseudogene
ENSG00000236942	RP11-6B6.3.1	pseudogene
ENSG00000236943	AL592284.1.1	antisense
ENSG00000236947	RP11-98G7.1.1	lincRNA
ENSG00000236948	RP11-154H17.1.1	lincRNA
ENSG00000236950	RP5-1051D14.1.1	lincRNA
ENSG00000236957	RP11-451O13.1.1	pseudogene
ENSG00000236963	RP4-749H3.1.1	lincRNA
ENSG00000236973	GAPDHP51	pseudogene
ENSG00000236975	RP5-1065P14.2.1	lincRNA
ENSG00000236994	YBX1P9	pseudogene
ENSG00000236997	RP5-934G17.2.1	antisense
ENSG00000237003	RP4-612C19.1.1	pseudogene
ENSG00000237008	AL591704.5.1	pseudogene
ENSG00000237011	RP11-98G13.1.1	lincRNA
ENSG00000237033	CASP3P1	pseudogene
ENSG00000237049	RP1-69E11.2.1	pseudogene
ENSG00000237058	RP13-436F16.1.1	antisense
ENSG00000237074	RP11-6J21.2.1	lincRNA
ENSG00000237076	RP5-836J3.1.1	lincRNA
ENSG00000237081	RP11-302M6.2.1	lincRNA
ENSG00000237090	RP11-342M1.6.1	pseudogene
ENSG00000237094	RP4-669L17.10.1	processed_transcript
ENSG00000237096	RP4-782G3.1.1	lincRNA
ENSG00000237101	RP11-365O16.6.1	antisense
ENSG00000237130	MRPS6P2	pseudogene
ENSG00000237131	RP1-69E11.3.1	pseudogene
ENSG00000237163	RP4-771M4.2.1	pseudogene
ENSG00000237168	RP11-353N4.3.1	pseudogene
ENSG00000237173	RP5-866L20.2.1	pseudogene
ENSG00000237180	CYP46A4P	pseudogene
ENSG00000237188	RP11-337C18.8.1	processed_transcript
ENSG00000237189	RP11-85G21.2.1	lincRNA
ENSG00000237193	RP11-275O4.4.1	pseudogene
ENSG00000237200	ZBTB40-IT1	sense_intronic
ENSG00000237213	RPL23AP22	pseudogene
ENSG00000237227	RP5-1155K23.4.1	pseudogene
ENSG00000237249	RP1-102G20.2.1	pseudogene
ENSG00000237250	RP11-193H5.1.1	processed_transcript
ENSG00000237253	RP11-666A1.5.1	lincRNA
ENSG00000237276	ANO7L1	protein_coding
ENSG00000237278	RLIMP2	pseudogene
ENSG00000237279	RP4-631H13.5.1	pseudogene
ENSG00000237283	RP11-316I3.1.1	lincRNA
ENSG00000237290	RP11-214L19.1.1	lincRNA
ENSG00000237291	BX571672.4.1	lincRNA
ENSG00000237292	RP11-540K16.1.1	lincRNA
ENSG00000237301	RP4-680D5.2.1	processed_transcript
ENSG00000237317	RP4-809F4.1.1	pseudogene
ENSG00000237324	RP11-439H8.4.1	antisense
ENSG00000237329	RP11-201O14.1.1	pseudogene
ENSG00000237330	RNF223	protein_coding
ENSG00000237337	RP11-567C20.2.1	antisense
ENSG00000237343	RP11-763B22.4.1	lincRNA
ENSG00000237349	RP5-1065J22.2.1	pseudogene
ENSG00000237352	RP11-145M4.3.1	lincRNA
ENSG00000237365	RP11-334N17.1.1	antisense
ENSG00000237379	CBX1P3	pseudogene
ENSG00000237390	RP11-139I14.2.1	processed_transcript
ENSG00000237402	CAMTA1-IT1	sense_intronic
ENSG00000237409	RP11-226L15.1.1	pseudogene
ENSG00000237413	RP11-183M13.1.1	processed_transcript
ENSG00000237415	RP11-498A13.1.1	pseudogene
ENSG00000237416	RP11-465K1.2.1	processed_transcript
ENSG00000237424	RP11-511I2.5.1	antisense
ENSG00000237429	RP1-159A19.4.1	antisense
ENSG00000237435	RP11-147C23.1.1	lincRNA
ENSG00000237436	RP11-312B8.1.1	antisense
ENSG00000237445	CTA-520D8.2.1	lincRNA
ENSG00000237453	RP11-67L3.2.1	antisense
ENSG00000237457	RP11-547I7.2.1	processed_transcript
ENSG00000237460	RP11-233E12.1-001.1	lincRNA
ENSG00000237463	RP11-280O1.2.1	antisense
ENSG00000237469	RP11-275O4.1.1	pseudogene
ENSG00000237478	RP5-926E3.1.1	pseudogene
ENSG00000237480	RP5-947P14.1.1	lincRNA
ENSG00000237481	RP4-803J11.2.1	antisense
ENSG00000237491	RP11-206L10.6.1	processed_transcript
ENSG00000237492	RP11-430I15.2.1	pseudogene
ENSG00000237503	RP5-998N21.3.1	pseudogene
ENSG00000237505	RP11-76N22.2.1	processed_transcript
ENSG00000237514	PTP4A1P7	pseudogene
ENSG00000237520	RP11-443B7.2.1	lincRNA
ENSG00000237533	PFN1P6	pseudogene
ENSG00000237552	RP11-415A20.1.1	lincRNA
ENSG00000237556	KCND3-AS1	antisense
ENSG00000237568	RP4-620F22.2.1	antisense
ENSG00000237588	RP11-66D17.3.1	lincRNA
ENSG00000237605	RP11-343H5.6.1	antisense
ENSG00000237611	AL353898.3	pseudogene
ENSG00000237613	FAM138A	protein_coding
ENSG00000237622	TCEB1P18	pseudogene
ENSG00000237624	OXCT2P1	pseudogene
ENSG00000237658	RP5-968D22.3.1	lincRNA
ENSG00000237663	RP4-814E15.1.1	pseudogene
ENSG00000237683	RP11-34P13.11.1	pseudogene
ENSG00000237688	RP5-894H24.2.1	lincRNA
ENSG00000237700	RP11-219C24.6.1	pseudogene
ENSG00000237707	RP5-1018K9.1.1	antisense
ENSG00000237726	RP11-386O9.2.1	lincRNA
ENSG00000237728	RP3-453P22.2.1	antisense
ENSG00000237749	RP3-423B22.5.1	pseudogene
ENSG00000237756	RP11-77M5.1.1	lincRNA
ENSG00000237759	RP11-278H7.3.1	lincRNA
ENSG00000237763	AMY1A	protein_coding
ENSG00000237781	RP11-54A4.2.1	antisense
ENSG00000237783	RP11-306I1.1.1	pseudogene
ENSG00000237794	TOP1P1	pseudogene
ENSG00000237842	RP11-110J1.2.1	pseudogene
ENSG00000237845	RP5-940F7.2.1	lincRNA
ENSG00000237847	AL137798.1	protein_coding
ENSG00000237848	RP11-739N20.3.1	pseudogene
ENSG00000237852	RP4-630A11.3.1	sense_intronic
ENSG00000237853	RP5-833A20.1.1	antisense
ENSG00000237861	RP11-332L8.1.1	pseudogene
ENSG00000237872	POU5F1P4	pseudogene
ENSG00000237895	EYA3-IT1	sense_intronic
ENSG00000237897	RP11-90H3.2.1	pseudogene
ENSG00000237899	RP4-739H11.3.1	lincRNA
ENSG00000237919	RP11-181B18.1.1	antisense
ENSG00000237920	RP11-350G8.4.1	pseudogene
ENSG00000237922	RP11-478H16.1.1	pseudogene
ENSG00000237928	RP4-668G5.1.1	antisense
ENSG00000237934	RP11-467D18.2.1	antisense
ENSG00000237938	RP11-288I21.1.1	antisense
ENSG00000237950	RP11-7O11.3.1	antisense
ENSG00000237954	RP11-14O19.2.1	lincRNA
ENSG00000237959	RP11-76N22.3.1	pseudogene
ENSG00000237973	RP5-857K21.6.1	pseudogene
ENSG00000237975	RP1-14N1.2.1	processed_transcript
ENSG00000237976	RP11-126K1.6.1	antisense
ENSG00000237980	RP11-338C15.3.1	lincRNA
ENSG00000237991	RPL35P1	pseudogene
ENSG00000237993	RP11-159M11.2.1	antisense
ENSG00000238003	RP11-465N4.2.1	pseudogene
ENSG00000238005	RP11-443B7.1.1	lincRNA
ENSG00000238009	RP11-34P13.7.1	antisense
